location_id,name,description,address1,address2,city_village,state_province,postal_code,country,latitude,longitude,creator,date_created,county_district,neighborhood_cell,region,subregion,township_division,retired,retired_by,date_retired,retire_reason,location_type_id,parent_location,uuid
95,"Chioshya Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba182098-8d80-11d8-abbb-0024217bb78e
96,"Chipho Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18abda-8d80-11d8-abbb-0024217bb78e
97,"Chipini Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18ad60-8d80-11d8-abbb-0024217bb78e
98,"Chipoka Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18b68e-8d80-11d8-abbb-0024217bb78e
99,"Chiponde Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18bcce-8d80-11d8-abbb-0024217bb78e
100,"Chipumi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18c322-8d80-11d8-abbb-0024217bb78e
101,"Chipwaila Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18c944-8d80-11d8-abbb-0024217bb78e
102,"Chipwanya St Josephs Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18d7ae-8d80-11d8-abbb-0024217bb78e
103,"Chiradzulu District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18d8b2-8d80-11d8-abbb-0024217bb78e
104,"Chiradzulu District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18d9ac-8d80-11d8-abbb-0024217bb78e
105,"Chiradzulu Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18daba-8d80-11d8-abbb-0024217bb78e
106,"Chiradzulu Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18dbaa-8d80-11d8-abbb-0024217bb78e
107,"Chiringa Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18dca4-8d80-11d8-abbb-0024217bb78e
108,"Chiringa Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18dd9e-8d80-11d8-abbb-0024217bb78e
109,"Chisala Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18de8e-8d80-11d8-abbb-0024217bb78e
110,"Chisepo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18df88-8d80-11d8-abbb-0024217bb78e
111,"Chisinga Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e082-8d80-11d8-abbb-0024217bb78e
112,"Chisitu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e172-8d80-11d8-abbb-0024217bb78e
113,"Chitala Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e262-8d80-11d8-abbb-0024217bb78e
114,"Chitedze Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e35c-8d80-11d8-abbb-0024217bb78e
115,"Chitekesa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e456-8d80-11d8-abbb-0024217bb78e
116,"Chitera Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e546-8d80-11d8-abbb-0024217bb78e
117,"Chitheka Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e636-8d80-11d8-abbb-0024217bb78e
118,"Chithumba Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e730-8d80-11d8-abbb-0024217bb78e
119,"Chitimba Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e820-8d80-11d8-abbb-0024217bb78e
120,"Chitipa District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18e910-8d80-11d8-abbb-0024217bb78e
121,"Chitipa District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18ea0a-8d80-11d8-abbb-0024217bb78e
122,"Chitipa Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18eafa-8d80-11d8-abbb-0024217bb78e
123,"Chitipa Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18ebea-8d80-11d8-abbb-0024217bb78e
124,"Chitowo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18ece4-8d80-11d8-abbb-0024217bb78e
125,"Chiumbangame Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18edd4-8d80-11d8-abbb-0024217bb78e
126,"Chiunjiza Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18eec4-8d80-11d8-abbb-0024217bb78e
127,"Chiwamba Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18efbe-8d80-11d8-abbb-0024217bb78e
128,"Chiwe Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f0ae-8d80-11d8-abbb-0024217bb78e
130,"Chizumulo St Marys Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f19e-8d80-11d8-abbb-0024217bb78e
131,"Choma Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f28e-8d80-11d8-abbb-0024217bb78e
132,"Chonde Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f388-8d80-11d8-abbb-0024217bb78e
133,"Chongoni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f482-8d80-11d8-abbb-0024217bb78e
134,"Chulu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f572-8d80-11d8-abbb-0024217bb78e
135,"City Assembly Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f662-8d80-11d8-abbb-0024217bb78e
136,"Cobbe Barracks Hospital","Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f75c-8d80-11d8-abbb-0024217bb78e
137,"Dedza District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f84c-8d80-11d8-abbb-0024217bb78e
138,"Dedza District Hospital","arv code:DZA",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18f93c-8d80-11d8-abbb-0024217bb78e
139,"Dedza Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18fa36-8d80-11d8-abbb-0024217bb78e
140,"Dedza Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18fb26-8d80-11d8-abbb-0024217bb78e
141,"DGM Livingstonia Hospital","Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18fc20-8d80-11d8-abbb-0024217bb78e
142,"Diamphwe Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18fd10-8d80-11d8-abbb-0024217bb78e
143,"Dickson Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18fe00-8d80-11d8-abbb-0024217bb78e
144,"Dolo Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18fefa-8d80-11d8-abbb-0024217bb78e
145,"Domasi Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba18ffea-8d80-11d8-abbb-0024217bb78e
146,"Doviko Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1900e4-8d80-11d8-abbb-0024217bb78e
147,"Dowa District Health Office","District Health Office , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1901d4-8d80-11d8-abbb-0024217bb78e
148,"Dowa District Hospital","District Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1902ce-8d80-11d8-abbb-0024217bb78e
149,"Dowa Health Area","Health Area , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1903c8-8d80-11d8-abbb-0024217bb78e
150,"Dowa Health District","Health District , Public Administrative Unit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1904b8-8d80-11d8-abbb-0024217bb78e
151,"Dwambazi Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1905a8-8d80-11d8-abbb-0024217bb78e
152,"Dwambazi Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1906ac-8d80-11d8-abbb-0024217bb78e
153,"Dwangwa Can Growers Limited Clinic","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba190850-8d80-11d8-abbb-0024217bb78e
154,"Dwangwa Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1909e0-8d80-11d8-abbb-0024217bb78e
155,"Dzalanyama Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba190bf2-8d80-11d8-abbb-0024217bb78e
156,"Dzeleka Refugee Camp Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba190d8c-8d80-11d8-abbb-0024217bb78e
157,"Dzenje Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba190f26-8d80-11d8-abbb-0024217bb78e
158,"Dzenza Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba1910c0-8d80-11d8-abbb-0024217bb78e
159,"Dzindevu Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19125a-8d80-11d8-abbb-0024217bb78e
160,"Dziwe Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba199b76-8d80-11d8-abbb-0024217bb78e
161,"Dzonzi-Mvai Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba199d24-8d80-11d8-abbb-0024217bb78e
162,"Dzoole Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba199ec8-8d80-11d8-abbb-0024217bb78e
163,"Dzunje Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a062-8d80-11d8-abbb-0024217bb78e
164,"Edingeni Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a1fc-8d80-11d8-abbb-0024217bb78e
165,"Ehehleni Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a396-8d80-11d8-abbb-0024217bb78e
166,"Ekwaiweni Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a526-8d80-11d8-abbb-0024217bb78e
167,"Ekwendeni Hospital","Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a6c0-8d80-11d8-abbb-0024217bb78e
168,"Embangweni Hospital","Hospital , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a85a-8d80-11d8-abbb-0024217bb78e
169,"Emfeni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19a9ea-8d80-11d8-abbb-0024217bb78e
170,"Emsizini Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ab84-8d80-11d8-abbb-0024217bb78e
171,"Endindeni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ac88-8d80-11d8-abbb-0024217bb78e
172,"Engucwini Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ad78-8d80-11d8-abbb-0024217bb78e
173,"Enukweni Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ae72-8d80-11d8-abbb-0024217bb78e
174,"Euthini Rural Hospital","Rural Hospital , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19af62-8d80-11d8-abbb-0024217bb78e
175,"Falls Banja La Mtsogolo Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b052-8d80-11d8-abbb-0024217bb78e
176,"Fulirwa Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b14c-8d80-11d8-abbb-0024217bb78e
177,"Gaga Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b246-8d80-11d8-abbb-0024217bb78e
178,"Ganya Maternity","Maternity , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b336-8d80-11d8-abbb-0024217bb78e
179,"Gawanani Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b430-8d80-11d8-abbb-0024217bb78e
180,"Gogode Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b552-8d80-11d8-abbb-0024217bb78e
181,"Gola Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b64c-8d80-11d8-abbb-0024217bb78e
182,"Golomoti Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b73c-8d80-11d8-abbb-0024217bb78e
183,"Gombe Maternity","Maternity , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b836-8d80-11d8-abbb-0024217bb78e
184,"Gowa Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19b930-8d80-11d8-abbb-0024217bb78e
185,"Guilleme St Michaels Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19ba20-8d80-11d8-abbb-0024217bb78e
186,"H Parker Sharp Dispensary","Dispensary , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19bb10-8d80-11d8-abbb-0024217bb78e
187,"Hallena Oakely Health Centre","Health Centre , Private Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19bc0a-8d80-11d8-abbb-0024217bb78e
188,"Hara Dispensary","Dispensary , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19bcfa-8d80-11d8-abbb-0024217bb78e
189,"Hoho Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19bdea-8d80-11d8-abbb-0024217bb78e
190,"Iba Health Centre","Health Centre , Public Health Facility",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,"2011-07-25 14:16:52",NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,ba19bee4-8d80-11d8-abbb-0024217bb78e
